PY,PT,PG,Have_Funding_Agency,Author_count,Funding_agency_count,Squeezed_Publisher,Contain_Top_All_authors,Contain_Top_All_funding_agencies,Count_of_top_funding_agency,Contain_Top_PU
2000.0,J,26,0,3,0,WILEY-V C H VERLAG GMBH,0.0,0.0,0,0.0
2000.0,J,1,0,1,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,6,0,4,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,8,0,2,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,8,0,4,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,22,0,15,0,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,1.0
2000.0,J,10,0,5,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,8,0,3,0,ELSEVIER SCIENCE SA,0.0,0.0,0,0.0
2000.0,J,5,0,3,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2000.0,J,3,0,2,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,3,0,5,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
2000.0,J,6,0,5,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,1,0,2,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
2000.0,J,6,0,9,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
2000.0,J,8,0,1,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
2000.0,J,2,0,1,0,WILEY-V C H VERLAG GMBH,1.0,0.0,0,0.0
2000.0,J,7,0,2,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2000.0,J,9,0,2,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2000.0,J,8,0,2,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,8,0,2,0,SPRINGER,0.0,0.0,0,1.0
2000.0,J,8,0,6,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2000.0,J,7,0,4,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2000.0,J,9,0,2,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2000.0,J,4,0,5,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,5,0,2,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,11,1,5,2,Other Publishers,0.0,0.0,0,1.0
2000.0,J,9,0,6,0,Other Publishers,0.0,0.0,0,1.0
2000.0,J,6,0,5,0,Other Publishers,0.0,0.0,0,1.0
2000.0,J,5,0,2,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,8,0,1,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,1,0,1,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,9,0,1,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,6,0,3,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,10,0,4,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2000.0,J,11,0,1,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,15,0,3,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,9,0,6,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2000.0,J,10,1,6,1,ELSEVIER SCIENCE BV,0.0,1.0,1,1.0
2000.0,J,8,0,3,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,7,0,4,0,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,1.0
2000.0,J,3,0,4,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
2000.0,J,7,0,3,0,Other Publishers,0.0,0.0,0,1.0
2000.0,B,4,0,9,0,Other Publishers,0.0,0.0,0,0.0
2000.0,B,4,0,3,0,Other Publishers,0.0,0.0,0,0.0
2000.0,B,5,0,6,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,15,0,1,0,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,1.0
2000.0,B,5,0,5,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,3,0,6,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,4,0,2,0,WILEY-V C H VERLAG GMBH,0.0,0.0,0,0.0
2000.0,B,16,0,4,0,Other Publishers,0.0,0.0,0,0.0
2000.0,B,3,0,1,0,Other Publishers,0.0,0.0,0,0.0
2000.0,B,4,0,1,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,4,0,4,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,12,0,5,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,8,0,8,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,9,0,2,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,3,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,2,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,2,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,3,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,3,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,5,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,6,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,4,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,5,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,6,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,1,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,3,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,3,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,2,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,4,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,6,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,6,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,4,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,8,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,4,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,6,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,2,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,8,0,4,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,5,0,5,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,5,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,12,0,2,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,6,0,2,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,9,0,4,0,Other Publishers,0.0,0.0,0,1.0
2000.0,J,1,0,1,0,Other Publishers,0.0,0.0,0,1.0
2000.0,B,4,0,3,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,6,0,2,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,6,0,3,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,7,0,3,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2000.0,B,23,0,3,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,13,0,5,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2000.0,S,16,0,1,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,8,0,4,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,19,0,1,0,ELSEVIER SCIENCE SA,0.0,0.0,0,0.0
2000.0,J,9,0,4,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,7,0,1,0,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,1.0
2000.0,J,5,0,3,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,9,0,5,0,Other Publishers,0.0,0.0,0,0.0
2000.0,B,9,0,3,0,SPRINGER,0.0,0.0,0,1.0
2000.0,J,8,0,3,0,Other Publishers,0.0,0.0,0,0.0
2000.0,B,2,0,1,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,12,0,6,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,32,0,3,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,28,0,2,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,37,0,1,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,6,0,6,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,23,0,5,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,18,0,3,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,13,0,5,0,Other Publishers,0.0,0.0,0,1.0
2000.0,J,19,0,6,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,8,0,5,0,Other Publishers,0.0,0.0,0,1.0
2000.0,J,28,0,4,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,14,0,4,0,Other Publishers,0.0,0.0,0,1.0
2000.0,J,20,0,4,0,Other Publishers,0.0,0.0,0,1.0
2000.0,J,13,1,1,2,Other Publishers,0.0,1.0,1,1.0
2000.0,J,14,0,4,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,13,0,4,0,Other Publishers,0.0,0.0,0,1.0
2000.0,J,14,1,1,1,Other Publishers,0.0,1.0,1,1.0
2000.0,J,11,0,3,0,Other Publishers,0.0,0.0,0,1.0
2000.0,J,20,0,3,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,11,1,2,1,Other Publishers,0.0,1.0,1,1.0
2000.0,J,5,0,1,0,Other Publishers,0.0,0.0,0,1.0
2000.0,J,11,0,2,0,WILEY,0.0,0.0,0,1.0
2000.0,J,5,0,6,0,Other Publishers,0.0,0.0,0,1.0
2000.0,J,8,0,5,0,Other Publishers,0.0,0.0,0,1.0
2000.0,J,9,0,7,0,Other Publishers,0.0,0.0,0,1.0
2000.0,J,11,0,4,0,Other Publishers,0.0,0.0,0,1.0
2000.0,J,4,0,7,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,1,0,3,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,48,0,1,0,SPRINGER,0.0,0.0,0,1.0
2000.0,J,2,0,3,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,7,0,1,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,15,0,4,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,5,0,4,0,Other Publishers,1.0,0.0,0,1.0
2000.0,J,5,0,9,0,SPRINGER,0.0,0.0,0,1.0
2000.0,J,8,0,5,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,8,0,3,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,6,0,5,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,8,0,5,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,7,0,6,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,5,0,1,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,7,0,3,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,10,0,7,0,WILEY,0.0,0.0,0,1.0
2000.0,S,15,0,1,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,3,0,1,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,5,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,9,0,4,0,Other Publishers,0.0,0.0,0,0.0
2000.0,B,4,0,1,0,SPRINGER,0.0,0.0,0,1.0
2000.0,S,2,0,3,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,11,0,3,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,11,0,1,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,10,0,3,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,8,0,2,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,3,0,2,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,5,0,4,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,4,0,2,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,8,0,3,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2000.0,S,14,0,6,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2000.0,S,14,0,3,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2000.0,S,10,0,4,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2000.0,S,10,0,1,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2000.0,S,9,0,4,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2000.0,S,5,0,8,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2000.0,S,12,0,3,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,6,0,4,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,7,1,4,1,Other Publishers,0.0,0.0,0,0.0
2000.0,J,10,0,6,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2000.0,J,8,0,6,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2000.0,S,2,0,4,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,8,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,9,0,1,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2000.0,S,5,0,5,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,5,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,5,0,4,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,2,0,4,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,4,0,1,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,8,1,1,1,Other Publishers,0.0,0.0,0,0.0
2000.0,B,6,0,3,0,Other Publishers,0.0,0.0,0,0.0
2000.0,B,2,0,6,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,10,0,6,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,6,0,4,0,Other Publishers,0.0,0.0,0,0.0
2000.0,S,9,0,1,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2000.0,S,6,0,4,0,Other Publishers,0.0,0.0,0,0.0
2000.0,J,4,0,3,0,WILEY-V C H VERLAG GMBH,0.0,0.0,0,0.0
2000.0,J,5,0,6,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,8,1,2,3,AMER CHEMICAL SOC,0.0,0.0,0,1.0
2009.0,J,10,0,2,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,7,0,8,0,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
2009.0,J,5,0,6,0,ELSEVIER SCIENCE SA,0.0,0.0,0,1.0
2009.0,J,12,1,2,1,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
2009.0,J,6,0,3,0,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
2009.0,J,13,1,6,1,AMER CHEMICAL SOC,0.0,0.0,0,1.0
2009.0,J,5,1,5,3,Other Publishers,0.0,0.0,0,0.0
2009.0,J,8,1,4,1,Other Publishers,0.0,0.0,0,0.0
2009.0,J,11,1,2,2,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2009.0,J,8,0,7,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2009.0,J,5,1,7,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2009.0,J,11,1,5,1,AMER CHEMICAL SOC,0.0,0.0,0,1.0
2009.0,J,10,0,11,0,Other Publishers,0.0,0.0,0,1.0
2009.0,J,6,1,5,1,WILEY,0.0,0.0,0,1.0
2009.0,J,10,1,6,1,WILEY,0.0,0.0,0,1.0
2009.0,J,8,0,7,0,WILEY,0.0,0.0,0,1.0
2009.0,J,12,0,4,0,WILEY,0.0,0.0,0,1.0
2009.0,J,10,1,5,1,WILEY,0.0,0.0,0,1.0
2009.0,J,11,1,4,2,WILEY,0.0,0.0,0,1.0
2009.0,J,18,0,3,0,Other Publishers,0.0,0.0,0,1.0
2009.0,J,5,1,6,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2009.0,J,6,1,3,2,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2009.0,J,4,1,6,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2009.0,J,14,1,6,2,WILEY,0.0,0.0,0,1.0
2009.0,J,11,1,4,2,WILEY,0.0,0.0,0,1.0
2009.0,J,12,1,7,2,WILEY,0.0,0.0,0,1.0
2009.0,J,5,1,2,3,AMER CHEMICAL SOC,0.0,0.0,0,1.0
2009.0,J,9,1,3,3,AMER CHEMICAL SOC,0.0,0.0,0,1.0
2009.0,J,1,0,1,0,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
2009.0,J,11,1,5,2,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
2009.0,J,7,1,12,4,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
2009.0,J,10,1,6,4,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
2009.0,J,3,1,7,3,AMER CHEMICAL SOC,0.0,0.0,0,1.0
2009.0,J,23,1,4,3,Other Publishers,0.0,0.0,0,0.0
2009.0,J,12,1,3,1,Other Publishers,0.0,0.0,0,1.0
2009.0,J,4,0,3,0,WILEY,0.0,0.0,0,1.0
2009.0,J,5,0,6,0,Other Publishers,0.0,0.0,0,1.0
2009.0,J,6,1,8,2,WILEY,0.0,0.0,0,1.0
2009.0,J,7,1,7,1,WILEY,0.0,0.0,0,1.0
2009.0,J,6,0,4,0,WILEY,0.0,0.0,0,1.0
2009.0,J,12,1,2,2,Other Publishers,0.0,0.0,0,0.0
2009.0,J,9,1,4,1,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
2009.0,J,8,1,4,2,ELSEVIER SCIENCE SA,0.0,0.0,0,1.0
2009.0,J,14,0,3,0,SPRINGER,0.0,0.0,0,1.0
2009.0,J,11,1,10,3,Other Publishers,0.0,0.0,0,0.0
2009.0,J,8,1,4,7,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
2009.0,J,4,0,7,0,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,0.0
2009.0,J,8,1,3,1,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,0.0
2009.0,J,23,0,1,0,Other Publishers,1.0,0.0,0,0.0
2009.0,J,12,1,4,1,Other Publishers,0.0,0.0,0,0.0
2009.0,J,6,1,3,1,AMER CHEMICAL SOC,0.0,0.0,0,1.0
2009.0,J,6,1,10,3,AMER CHEMICAL SOC,0.0,0.0,0,1.0
2009.0,J,8,0,9,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
2009.0,J,8,1,7,2,AMER CHEMICAL SOC,0.0,0.0,0,1.0
2009.0,J,8,1,7,3,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2009.0,J,10,1,3,1,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2009.0,J,8,1,8,1,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2009.0,J,9,1,4,1,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2009.0,J,12,1,6,4,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2009.0,J,6,1,8,3,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2009.0,J,9,1,4,1,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2009.0,J,8,1,7,1,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2009.0,J,9,1,7,4,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2009.0,J,7,1,6,1,Other Publishers,0.0,0.0,0,0.0
2009.0,J,7,1,4,1,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2009.0,J,13,1,6,2,WILEY,0.0,0.0,0,1.0
2009.0,J,11,1,3,7,SPRINGER,0.0,0.0,0,1.0
2009.0,J,6,0,8,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,11,1,5,2,SPRINGER,0.0,0.0,0,1.0
2009.0,J,14,1,3,1,SPRINGER,0.0,0.0,0,1.0
2009.0,J,5,1,3,2,Other Publishers,0.0,0.0,0,0.0
2009.0,J,8,1,6,2,AMER CHEMICAL SOC,0.0,0.0,0,1.0
2009.0,J,9,1,10,1,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2009.0,J,6,0,3,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,5,0,2,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,7,0,4,0,SPRINGER,0.0,0.0,0,1.0
2009.0,J,8,0,6,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2009.0,J,7,1,3,2,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2009.0,J,31,1,6,6,Other Publishers,0.0,0.0,0,0.0
2009.0,J,6,1,4,2,Other Publishers,0.0,0.0,0,0.0
2009.0,J,6,0,4,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,6,1,4,1,Other Publishers,0.0,0.0,0,0.0
2009.0,J,12,1,4,1,Other Publishers,0.0,0.0,0,1.0
2009.0,J,11,1,4,3,WILEY,0.0,0.0,0,1.0
2009.0,J,13,0,5,0,WILEY,0.0,0.0,0,1.0
2009.0,J,9,1,5,2,WILEY,0.0,0.0,0,1.0
2009.0,J,11,1,6,1,WILEY,0.0,0.0,0,1.0
2009.0,J,10,0,6,0,WILEY,0.0,0.0,0,1.0
2009.0,J,10,1,6,1,WILEY,0.0,0.0,0,1.0
2009.0,J,7,0,3,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,9,1,3,4,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2009.0,J,5,0,2,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
2009.0,J,7,1,5,3,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2009.0,J,6,0,3,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2009.0,J,8,1,4,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2009.0,J,8,1,9,2,Other Publishers,0.0,0.0,0,0.0
2009.0,J,8,1,6,2,SPRINGER,0.0,0.0,0,1.0
2009.0,J,6,0,4,0,SPRINGER,0.0,0.0,0,1.0
2009.0,J,9,0,4,0,SPRINGER,0.0,0.0,0,1.0
2009.0,J,8,0,3,0,SPRINGER,0.0,0.0,0,1.0
2009.0,J,8,1,3,1,SPRINGER,0.0,0.0,0,1.0
2009.0,J,6,1,2,1,SPRINGER,0.0,0.0,0,1.0
2009.0,J,10,1,9,2,SPRINGER,0.0,0.0,0,1.0
2009.0,J,8,0,7,0,SPRINGER,0.0,0.0,0,1.0
2009.0,J,4,0,4,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,10,0,4,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,8,0,5,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2009.0,J,15,0,7,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,1,0,2,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,4,0,9,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,8,1,4,2,WILEY,0.0,0.0,0,1.0
2009.0,J,6,1,6,8,WILEY,0.0,0.0,0,1.0
2009.0,J,5,0,1,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,1,0,1,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2009.0,J,4,0,2,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2009.0,J,9,1,4,2,SPRINGER,0.0,0.0,0,1.0
2009.0,J,5,1,5,5,Other Publishers,0.0,0.0,0,0.0
2009.0,J,7,1,5,2,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
2009.0,J,8,1,3,1,SPRINGER,0.0,0.0,0,1.0
2009.0,J,41,0,2,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,71,0,1,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,4,0,4,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,1,0,1,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2009.0,J,1,0,1,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2009.0,J,5,1,3,4,Other Publishers,0.0,0.0,0,0.0
2009.0,J,5,1,5,2,Other Publishers,0.0,0.0,0,0.0
2009.0,J,5,0,4,0,WILEY,0.0,0.0,0,1.0
2009.0,J,10,0,2,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,7,0,1,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,15,1,2,1,Other Publishers,0.0,0.0,0,0.0
2009.0,J,8,0,7,0,ROYAL SOC CHEMISTRY,0.0,0.0,0,0.0
2009.0,J,8,1,7,1,Other Publishers,0.0,0.0,0,0.0
2009.0,J,2,0,4,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,11,0,1,0,SPRINGER,0.0,0.0,0,1.0
2009.0,J,7,0,5,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,8,1,3,1,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2009.0,J,5,0,6,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,9,1,9,4,SPRINGER,0.0,0.0,0,1.0
2009.0,J,5,0,4,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,8,0,6,0,WILEY,0.0,0.0,0,1.0
2009.0,J,8,1,7,3,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2009.0,J,9,1,6,1,Other Publishers,0.0,0.0,0,0.0
2009.0,J,8,0,8,0,WILEY,0.0,0.0,0,1.0
2009.0,J,19,1,1,2,Other Publishers,0.0,0.0,0,0.0
2009.0,J,11,0,7,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,7,0,5,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2009.0,J,6,0,3,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,7,1,2,1,Other Publishers,0.0,0.0,0,0.0
2009.0,J,8,1,8,2,Other Publishers,0.0,0.0,0,0.0
2009.0,J,7,1,10,2,Other Publishers,0.0,0.0,0,0.0
2009.0,J,9,0,5,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,9,1,9,2,Other Publishers,0.0,0.0,0,0.0
2009.0,J,11,1,7,1,Other Publishers,0.0,0.0,0,0.0
2009.0,J,12,1,3,2,Other Publishers,0.0,0.0,0,0.0
2009.0,J,6,1,7,1,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,0.0
2009.0,J,4,0,4,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,15,1,8,3,AMER CHEMICAL SOC,0.0,0.0,0,1.0
2009.0,J,4,1,4,2,AMER CHEMICAL SOC,0.0,0.0,0,1.0
2009.0,J,9,1,4,2,AMER CHEMICAL SOC,0.0,0.0,0,1.0
2009.0,J,1,0,2,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,7,1,2,2,Other Publishers,0.0,1.0,1,0.0
2009.0,J,9,1,3,8,Other Publishers,0.0,0.0,0,0.0
2009.0,J,11,1,9,1,Other Publishers,0.0,0.0,0,0.0
2009.0,J,11,0,3,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,11,1,4,5,AMER CHEMICAL SOC,0.0,0.0,0,1.0
2009.0,J,10,1,4,4,Other Publishers,0.0,0.0,0,0.0
2009.0,J,3,1,10,4,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
2009.0,J,6,0,5,0,Other Publishers,0.0,0.0,0,0.0
2009.0,J,8,0,4,0,ELSEVIER SCIENCE SA,0.0,0.0,0,1.0
2009.0,J,6,1,8,3,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2009.0,J,7,0,3,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2009.0,J,6,1,6,1,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2009.0,J,13,1,2,2,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,0.0
2009.0,J,8,1,5,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
